fabricante,modelo,ano_fabricacao,categoria,couro_interior,tipo_combustivel,km_rodados,cilindradas,tipo_transmissao,tracao_rodas,qtd_portas,posicao_volante,cor,airbags,volume_motor,tipo_motor,preco_total
MERCEDES-BENZ,ML 350,2008,Jeep,1,Diesel,366869,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,5613
TOYOTA,AQUA,2012,Hatchback,1,Petrol,103000,4,Automatic,Front,4_portas,Left wheel,Yellow,4,1.5,Comum,18925
BMW,535,2011,Sedan,1,Petrol,163739,6,Automatic,4x4,4_portas,Left wheel,White,12,3.0,Comum,1724
CHEVROLET,VOLT,2017,Hatchback,1,Hybrid,52062,4,Automatic,Front,4_portas,Left wheel,Blue,0,1.5,Comum,26412
FORD,TRANSIT,2007,Microbus,0,Diesel,170000,4,Manual,Front,4_portas,Left wheel,Black,2,2.2,Turbo,12384
BMW,X5,2006,Jeep,1,Diesel,235000,6,Tiptronic,4x4,4_portas,Left wheel,Black,8,3.0,Turbo,22894
OPEL,ASTRA,1994,Sedan,0,CNG,0,4,Manual,Front,4_portas,Left wheel,Green,2,1.6,Comum,1700
TOYOTA,CHR,2019,Jeep,1,Petrol,10610,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.0,Comum,25539
VOLKSWAGEN,PASSAT,2004,Sedan,1,Petrol,2500000,4,Manual,Front,4_portas,Left wheel,Black,8,1.8,Turbo,4234
TOYOTA,AQUA,2012,Hatchback,0,Hybrid,67000,4,Variator,Front,4_portas,Right-hand drive,Silver,4,1.5,Comum,12244
CHEVROLET,AVEO,2016,Hatchback,1,Petrol,94793,4,Automatic,Front,4_portas,Left wheel,Black,4,1.4,Comum,23217
MERCEDES-BENZ,S 550,2011,Sedan,1,Petrol,274563,8,Automatic,Rear,4_portas,Left wheel,White,12,5.5,Comum,2891
MERCEDES-BENZ,240,1998,Sedan,0,Petrol,1700000,6,Automatic,Rear,4_portas,Left wheel,Silver,6,2.4,Comum,7963
CHEVROLET,CRUZE,2009,Sedan,1,Petrol,119484,4,Automatic,Front,4_portas,Left wheel,Black,4,1.8,Comum,7785
TOYOTA,AQUA,2013,Hatchback,1,Petrol,179000,4,Automatic,Front,4_portas,Left wheel,White,4,1.5,Comum,16032
LEXUS,GX 470,2008,Jeep,1,Petrol,280354,8,Automatic,4x4,4_portas,Left wheel,White,0,4.7,Comum,3317
MERCEDES-BENZ,C 180,1995,Sedan,0,Petrol,335000,4,Manual,Rear,4_portas,Left wheel,Silver,2,1.8,Turbo,5331
BMW,118,2010,Sedan,1,Diesel,197000,4,Manual,Front,4_portas,Left wheel,Black,0,2.0,Comum,19653
HONDA,CR-V,1998,Jeep,0,LPG,100000,4,Automatic,4x4,4_portas,Right-hand drive,Silver,12,2.0,Comum,6586
KIA,SPORTAGE SX,2016,Jeep,1,Petrol,55447,4,Automatic,Front,4_portas,Left wheel,Blue,10,2.0,Turbo,23785
HYUNDAI,ELANTRA,2011,Sedan,1,Petrol,106616,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,20588
CHEVROLET,ORLANDO,2015,Jeep,1,LPG,34328,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,17543
MAZDA,CX-5,2014,Jeep,0,Petrol,101435,4,Automatic,Front,4_portas,Left wheel,Black,10,2.5,Comum,27434
NISSAN,X-TERRA,2011,Jeep,1,Petrol,79633,6,Automatic,4x4,4_portas,Left wheel,Silver,6,4.0,Comum,23280
CHEVROLET,ORLANDO,2013,Jeep,1,Diesel,121042,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,22997
TOYOTA,HIGHLANDER,2011,Jeep,1,Hybrid,342622,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,2740
FORD,FUSION,2018,Sedan,1,Hybrid,93453,4,Automatic,Front,4_portas,Left wheel,Grey,12,2.0,Comum,2073
HYUNDAI,ELANTRA,2012,Sedan,1,Petrol,134000,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,20464
LEXUS,RX 450,2010,Jeep,1,Hybrid,315270,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,3908
CHEVROLET,CRUZE,2013,Sedan,1,Petrol,115000,4,Tiptronic,Front,4_portas,Left wheel,Grey,10,1.4,Turbo,17474
VOLKSWAGEN,JETTA SE,2014,Sedan,1,Petrol,70000,4,Tiptronic,Front,4_portas,Left wheel,Black,12,1.8,Comum,20385
VOLKSWAGEN,JETTA,2011,Sedan,1,Diesel,175389,5,Automatic,Front,4_portas,Left wheel,Grey,12,2.5,Comum,1803
MITSUBISHI,OUTLANDER,2015,Jeep,1,Petrol,51141,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.4,Comum,2233
FORD,FUSION,2011,Sedan,0,Hybrid,224000,4,Tiptronic,Front,4_portas,Left wheel,Grey,12,2.5,Comum,8075
TOYOTA,CAMRY,2012,Sedan,1,Hybrid,156518,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,4388
TOYOTA,TACOMA,2019,Sedan,1,Petrol,18555,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,28791
HYUNDAI,ELANTRA,2012,Sedan,1,Petrol,131443,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,15365
HYUNDAI,ELANTRA,2011,Sedan,1,Petrol,128980,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,15037
FORD,FUSION,2014,Sedan,1,Petrol,176000,4,Tiptronic,Front,4_portas,Left wheel,White,10,2.5,Comum,12381
BMW,X5,2012,Jeep,1,Diesel,70994,6,Automatic,4x4,4_portas,Left wheel,Black,0,3.0,Comum,35730
HONDA,CIVIC,2012,Sedan,1,Hybrid,180000,4,Variator,Front,4_portas,Left wheel,Sky blue,8,1.5,Comum,18817
MERCEDES-BENZ,VITO,2012,Minivan,1,Diesel,196000,8,Tiptronic,Rear,4_portas,Left wheel,Green,8,2.2,Comum,35194
VOLKSWAGEN,TIGUAN,2018,Sedan,1,Petrol,70098,4,Automatic,Front,4_portas,Left wheel,Black,12,2.0,Comum,10644
MERCEDES-BENZ,VITO,2006,Minivan,0,Diesel,259000,6,Tiptronic,Rear,4_portas,Left wheel,Carnelian red,4,2.2,Comum,19444
TOYOTA,PRIUS,2010,Hatchback,1,Hybrid,159382,4,Automatic,Front,4_portas,Left wheel,White,12,1.8,Comum,4054
MERCEDES-BENZ,GL 350,2011,Jeep,1,Diesel,137270,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.0,Comum,13876
UAZ,31514,1990,Pickup,0,Petrol,500000,4,Manual,4x4,4_portas,Left wheel,Black,0,2.0,Comum,2700
CHEVROLET,ORLANDO,2017,Jeep,1,Diesel,109953,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,28874
CHEVROLET,CRUZE,2017,Sedan,1,Petrol,78667,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.4,Comum,14066
MAZDA,DEMIO,2003,Hatchback,0,Diesel,0,4,Manual,Front,4_portas,Left wheel,Silver,0,1.4,Turbo,6899
NISSAN,X-TRAIL NISSAN X TRAIL R,2006,Jeep,1,Petrol,160000,4,Automatic,4x4,4_portas,Left wheel,Black,6,2.0,Comum,12231
MERCEDES-BENZ,E 300,2017,Sedan,1,Petrol,50930,4,Automatic,Rear,4_portas,Left wheel,Black,12,2.0,Comum,23597
TOYOTA,PRIUS,2015,Sedan,0,Hybrid,203101,4,Automatic,Front,4_portas,Left wheel,White,12,1.8,Comum,18229
AUDI,A3,2012,Jeep,1,Diesel,167398,4,Automatic,Front,4_portas,Left wheel,White,12,2.0,Comum,2210
FORD,FUSION,2015,Sedan,1,Petrol,150091,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.5,Comum,6893
MERCEDES-BENZ,190,1985,Sedan,0,CNG,284000,4,Manual,Rear,4_portas,Left wheel,Red,0,2.0,Comum,4200
HYUNDAI,ELANTRA,2011,Sedan,1,Petrol,147700,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,15417
JEEP,LIBERTY,2003,Jeep,0,LPG,32000,6,Automatic,4x4,4_portas,Left wheel,Blue,2,3.7,Comum,9408
HYUNDAI,SONATA,2016,Sedan,1,LPG,286974,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,17042
HYUNDAI,TUCSON,2010,Jeep,1,Diesel,124289,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,24075
MITSUBISHI,AIRTREK,2002,Jeep,1,Petrol,180000,4,Tiptronic,4x4,4_portas,Left wheel,Silver,4,2.0,Comum,4861
JEEP,PATRIOT,2010,Jeep,0,Petrol,240000,4,Tiptronic,4x4,4_portas,Left wheel,Silver,8,2.4,Comum,15099
LEXUS,CT 200H,2016,Hatchback,1,Hybrid,71904,4,Automatic,Front,4_portas,Left wheel,White,0,1.8,Comum,9962
CHEVROLET,EQUINOX,2012,Jeep,1,Petrol,233733,4,Automatic,Front,4_portas,Left wheel,Black,12,2.4,Comum,4203
HYUNDAI,GRANDEUR,2010,Sedan,1,Petrol,93168,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.7,Comum,7368
LEXUS,CT 200H,2011,Hatchback,1,Hybrid,80000,6,Automatic,Front,4_portas,Left wheel,Grey,10,1.8,Comum,25420
BMW,X5,2013,Sedan,1,Diesel,0,6,Automatic,4x4,4_portas,Left wheel,Black,0,3.0,Comum,1701
HYUNDAI,ELANTRA,2013,Sedan,1,Petrol,81351,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,26121
HYUNDAI,VELOSTER,2013,Hatchback,0,Petrol,80000,4,Tiptronic,Front,4_portas,Left wheel,White,4,1.6,Comum,18817
HYUNDAI,SONATA,2016,Sedan,1,LPG,295509,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16572
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,134904,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,1799
SUBARU,LEGACY,2004,Sedan,1,Petrol,256000,4,Manual,4x4,4_portas,Right-hand drive,White,6,2.0,Comum,5363
HYUNDAI,ELANTRA,2013,Sedan,1,Petrol,141603,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.8,Comum,7014
VAZ,2121 (NIVA),1999,Sedan,1,Petrol,1000,5,Manual,4x4,2_portas,Left wheel,White,6,1.7,Comum,4391
TOYOTA,CAMRY,2012,Sedan,1,Hybrid,159379,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,3917
CHEVROLET,ORLANDO,2016,Jeep,1,Diesel,128495,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,24119
TOYOTA,PRIUS,2013,Universal,0,Hybrid,126000,4,Variator,Front,4_portas,Left wheel,White,6,1.8,Comum,24462
CADILLAC,ATS,2016,Sedan,1,Petrol,81461,4,Automatic,Rear,4_portas,Left wheel,Blue,12,2.5,Comum,6109
OPEL,CORSA,1999,Coupe,0,Petrol,198000,4,Manual,Front,2_portas,Left wheel,Silver,4,1.2,Comum,5018
NISSAN,NOTE,2012,Hatchback,0,Petrol,120000,3,Variator,Front,4_portas,Right-hand drive,Silver,6,1.2,Comum,8154
CHEVROLET,CRUZE,2011,Sedan,1,Petrol,131000,4,Automatic,Front,4_portas,Left wheel,Silver,10,1.4,Comum,7420
OPEL,ASTRA,2000,Hatchback,0,Petrol,223000,4,Manual,Front,4_portas,Left wheel,Black,4,1.6,Comum,7213
TOYOTA,CAMRY,2012,Sedan,1,Petrol,200870,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.5,Comum,4858
LEXUS,HS 250H,2009,Sedan,1,Hybrid,264000,4,Tiptronic,Front,4_portas,Left wheel,Blue,10,2.4,Comum,18390
MITSUBISHI,PAJERO IO,2003,Jeep,0,Petrol,180000,4,Automatic,4x4,4_portas,Left wheel,Silver,5,2.0,Comum,12544
TOYOTA,AQUA,2013,Hatchback,1,Petrol,37900,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.5,Comum,29094
BMW,X5,2012,Jeep,1,Petrol,186000,8,Tiptronic,4x4,4_portas,Left wheel,Black,10,4.4,Turbo,36065
CHEVROLET,1500,2012,Sedan,1,Petrol,96973,4,Automatic,Front,4_portas,Left wheel,Black,4,2.4,Comum,13292
HYUNDAI,SANTA FE,2011,Jeep,1,Diesel,117139,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,25627
VOLKSWAGEN,JETTA,1997,Sedan,0,Petrol,0,2,Manual,Front,4_portas,Left wheel,Black,2,2.0,Comum,5645
CHEVROLET,CRUZE,2017,Sedan,1,Petrol,77174,4,Automatic,Front,4_portas,Left wheel,Red,0,1.4,Comum,16419
NISSAN,TIIDA,2004,Hatchback,0,Petrol,111111,4,Variator,Front,4_portas,Right-hand drive,White,6,1.5,Comum,8154
MITSUBISHI,CHARIOT,1998,Goods wagon,0,Petrol,1000,6,Automatic,Front,4_portas,Right-hand drive,Silver,4,2.4,Comum,1650
HYUNDAI,SONATA,2016,Sedan,1,LPG,510225,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,17199
DODGE,CHALLENGER,2016,Coupe,1,Petrol,72995,8,Automatic,Rear,2_portas,Left wheel,Red,12,6.4,Comum,24924
OPEL,VECTRA,1999,Goods wagon,0,Petrol,200000,4,Manual,Front,4_portas,Left wheel,Silver,4,1.8,Comum,5959
TOYOTA,AQUA,2012,Hatchback,0,Hybrid,160000,4,Variator,Front,4_portas,Right-hand drive,Red,4,1.5,Comum,13642
KIA,OPTIMA,2014,Sedan,1,Petrol,32193,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,17259
FORD,FUSION,2013,Sedan,1,Plug-in Hybrid,160000,4,Variator,Front,4_portas,Left wheel,Carnelian red,12,2.0,Comum,26030
TOYOTA,PRIUS,2007,Hatchback,0,Hybrid,123000,4,Variator,Front,4_portas,Left wheel,Black,4,1.5,Comum,12858
TOYOTA,PRIUS 1.5I,2009,Sedan,1,Hybrid,127300,4,Automatic,Front,4_portas,Left wheel,Silver,12,1.5,Comum,12977
FORD,FUSION,2015,Sedan,1,Plug-in Hybrid,118000,4,Tiptronic,Front,4_portas,Left wheel,Grey,10,2.0,Comum,20767
HONDA,CIVIC,2013,Sedan,1,Petrol,155465,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.8,Comum,30347
TOYOTA,TACOMA,2020,Sedan,1,Petrol,1669,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,33492
TOYOTA,CAMRY,2013,Sedan,1,Petrol,350400,4,Tiptronic,Front,4_portas,Left wheel,White,8,2.5,Comum,23359
SSANGYONG,ACTYON,2017,Jeep,1,Petrol,74279,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,36441
TOYOTA,CAMRY,2013,Sedan,0,Hybrid,62915,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,32767
HONDA,FIT,2014,Hatchback,1,Petrol,52350,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.5,Comum,17524
HYUNDAI,SANTA FE,2012,Jeep,1,Diesel,68359,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,36873
MAZDA,MPV,2004,Minivan,0,Petrol,272000,4,Automatic,4x4,4_portas,Right-hand drive,Red,0,2.3,Comum,1700
OPEL,SINTRA,1997,Minivan,0,LPG,300000,4,Manual,Front,4_portas,Left wheel,Silver,6,2.2,Comum,7840
TOYOTA,AQUA,2014,Hatchback,1,Hybrid,8646,4,Automatic,Front,4_portas,Left wheel,White,4,1.5,Comum,36810
MERCEDES-BENZ,VITO,1999,Minivan,1,CNG,200000,4,Automatic,Front,4_portas,Right-hand drive,Silver,4,2.3,Comum,7527
FORD,FUSION,2013,Sedan,1,Hybrid,320554,4,Automatic,Front,4_portas,Left wheel,White,0,2.0,Comum,4403
HYUNDAI,SONATA,2016,Sedan,1,LPG,322292,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16572
HONDA,FIT,2015,Hatchback,1,Hybrid,161414,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.5,Comum,13066
HYUNDAI,SANTA FE,2010,Jeep,1,Diesel,161642,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.2,Comum,26423
LEXUS,GX 460,2013,Jeep,1,Petrol,243467,8,Automatic,4x4,4_portas,Left wheel,White,0,4.6,Comum,1987
HYUNDAI,SONATA,2015,Sedan,1,LPG,143522,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,15825
TOYOTA,PRIUS,2015,Jeep,1,Hybrid,104795,4,Automatic,Front,4_portas,Left wheel,White,12,1.8,Comum,2391
NISSAN,MICRA,1992,Coupe,0,Petrol,262000,4,Manual,Front,2_portas,Left wheel,Black,0,1.0,Comum,2500
TOYOTA,TACOMA,2019,Sedan,1,Petrol,17542,6,Automatic,Rear,4_portas,Left wheel,Silver,12,3.5,Comum,32867
VOLKSWAGEN,PASSAT,2012,Sedan,1,Petrol,188408,6,Tiptronic,Front,4_portas,Left wheel,Grey,10,3.6,Comum,15053
HYUNDAI,SONATA,2011,Sedan,1,LPG,457978,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,7450
NISSAN,PATHFINDER,2014,Jeep,1,Petrol,178656,6,Automatic,Front,4_portas,Left wheel,Silver,12,3.5,Comum,3640
LEXUS,RX 450,2012,Jeep,1,Hybrid,236016,6,Automatic,Front,4_portas,Left wheel,Black,12,3.5,Comum,21756
TOYOTA,AQUA,2012,Hatchback,0,Hybrid,145000,4,Automatic,Front,4_portas,Right-hand drive,Grey,2,1.5,Comum,10676
OPEL,ASTRA SUZUKI MR WAGON,2005,Hatchback,0,Petrol,167000,3,Automatic,Front,4_portas,Right-hand drive,Black,2,0.7,Comum,4704
TOYOTA,CAMRY,2015,Sedan,0,Petrol,178000,4,Tiptronic,Front,4_portas,Left wheel,Black,12,2.5,Comum,22573
VOLKSWAGEN,PASSAT,2013,Sedan,0,Petrol,156000,4,Tiptronic,Front,4_portas,Left wheel,Grey,8,2.5,Comum,16460
BMW,X3,2013,Jeep,1,Petrol,208000,4,Tiptronic,4x4,4_portas,Left wheel,White,12,2.0,Turbo,24161
BMW,X6,2013,Jeep,1,Petrol,218518,8,Automatic,4x4,4_portas,Left wheel,White,12,4.4,Comum,5067
TOYOTA,CAMRY,2019,Sedan,1,Hybrid,9626,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,4057
HYUNDAI,TUCSON,2016,Jeep,1,Diesel,187270,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,36448
VOLKSWAGEN,GOLF,1997,Hatchback,0,CNG,180008,4,Manual,Front,4_portas,Right-hand drive,Black,2,2.0,Comum,5175
HYUNDAI,TUCSON,2017,Jeep,1,Diesel,83259,4,Automatic,Front,4_portas,Left wheel,Black,4,1.7,Comum,39106
CHEVROLET,VOLT,2012,Sedan,1,Plug-in Hybrid,62000,4,Automatic,Front,4_portas,Left wheel,White,10,1.4,Comum,23521
HYUNDAI,SONATA,2016,Sedan,1,LPG,447460,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,8700
MITSUBISHI,PAJERO IO,1999,Jeep,0,Petrol,155000,4,Automatic,4x4,4_portas,Left wheel,White,4,1.8,Comum,8467
MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,128202,6,Automatic,Rear,4_portas,Left wheel,Black,12,3.5,Comum,5919
BMW,328,2014,Sedan,1,Petrol,47000,4,Automatic,Rear,4_portas,Left wheel,Silver,8,2.0,Turbo,23846
TOYOTA,PRIUS,2007,Sedan,0,Petrol,288166,4,Automatic,Front,4_portas,Left wheel,White,4,1.5,Comum,10500
BMW,X5,2015,Jeep,1,Diesel,196614,6,Automatic,4x4,4_portas,Left wheel,Black,0,3.0,Comum,2045
TOYOTA,PRIUS,2014,Sedan,0,Hybrid,90000,4,Tiptronic,Front,4_portas,Left wheel,Blue,8,1.8,Comum,15989
TOYOTA,COROLLA,2007,Minivan,0,Diesel,188000,4,Manual,Front,4_portas,Left wheel,Grey,6,2.2,Turbo,14113
MITSUBISHI,PAJERO MONTERO,2003,Jeep,0,Petrol,312000,6,Tiptronic,4x4,4_portas,Left wheel,Black,2,3.8,Comum,18817
NISSAN,TIIDA,2008,Hatchback,0,Petrol,1400,4,Variator,Front,4_portas,Right-hand drive,Silver,2,1.5,Comum,8000
TOYOTA,CAMRY,2013,Sedan,0,Hybrid,62000,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,31988
TOYOTA,MARK X,2004,Sedan,0,Petrol,138000,6,Tiptronic,Rear,4_portas,Right-hand drive,White,12,2.5,Comum,10663
BMW,X5,2003,Jeep,1,CNG,178942,6,Tiptronic,Front,4_portas,Left wheel,Black,8,3.0,Comum,13485
HYUNDAI,ELANTRA,2011,Sedan,0,Petrol,152493,4,Automatic,Front,4_portas,Left wheel,Sky blue,4,1.8,Comum,14130
MERCEDES-BENZ,GLE 350,2017,Jeep,1,Petrol,39814,6,Automatic,Rear,4_portas,Left wheel,Black,0,3.5,Comum,5791
TOYOTA,CAMRY,2008,Sedan,1,Hybrid,236190,4,Automatic,Front,4_portas,Left wheel,Grey,10,2.4,Comum,16308
HYUNDAI,ELANTRA,2012,Sedan,1,Petrol,41279,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,17309
TOYOTA,PRIUS,2008,Hatchback,1,Hybrid,172100,4,Tiptronic,Front,4_portas,Left wheel,Brown,12,1.5,Comum,12917
TOYOTA,CAMRY SE,2016,Sedan,1,Petrol,52359,4,Automatic,Front,4_portas,Left wheel,Carnelian red,8,2.5,Comum,27748
CHEVROLET,CAPTIVA,2015,Jeep,1,Diesel,70000,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.2,Comum,26273
MAZDA,1000,2015,Sedan,1,Petrol,142800,4,Automatic,Front,4_portas,Left wheel,Grey,12,2.5,Comum,2110
VOLKSWAGEN,JETTA,2012,Sedan,1,Diesel,94000,4,Tiptronic,Front,4_portas,Left wheel,Black,12,2.0,Turbo,17562
HYUNDAI,H1,2014,Minivan,1,Diesel,120804,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,37777
NISSAN,SKYLINE,2003,Sedan,0,Petrol,117000,6,Automatic,Rear,4_portas,Right-hand drive,Silver,3,2.5,Comum,5000
LEXUS,RX 350,2010,Jeep,1,Petrol,197044,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,7514
TOYOTA,RAV 4,2014,Jeep,1,Petrol,153312,4,Automatic,Front,4_portas,Left wheel,Black,0,2.5,Comum,22730
TOYOTA,PRIUS C,2014,Sedan,1,Hybrid,112000,4,Tiptronic,Front,4_portas,Left wheel,Orange,12,1.8,Comum,18497
HYUNDAI,SONATA,2016,Sedan,1,LPG,517559,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10927
NISSAN,TIIDA,2005,Hatchback,1,Petrol,132000,4,Variator,Front,4_portas,Right-hand drive,Silver,8,1.5,Comum,7840
HYUNDAI,ELANTRA,2017,Sedan,0,Petrol,22000,4,Tiptronic,Front,4_portas,Left wheel,Grey,0,2.0,Comum,17638
TOYOTA,CAMRY,2014,Sedan,1,Hybrid,0,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,10743
DAEWOO,LACETTI,2009,Sedan,1,Diesel,75644,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,6925
TOYOTA,AQUA,2012,Hatchback,0,Hybrid,154000,4,Automatic,Front,4_portas,Right-hand drive,White,2,1.5,Comum,13172
HONDA,CR-V,1997,Jeep,0,Petrol,230000,4,Automatic,Front,4_portas,Right-hand drive,Silver,2,2.0,Comum,5645
LEXUS,GX 460,2015,Jeep,1,Petrol,102907,8,Automatic,4x4,4_portas,Left wheel,Black,0,4.6,Comum,1960
HONDA,INSIGHT,2010,Hatchback,1,Hybrid,210758,4,Automatic,Front,4_portas,Left wheel,Silver,0,1.3,Comum,3083
CHEVROLET,CAPTIVA,2007,Jeep,1,Diesel,56327,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,8499
CHEVROLET,AVEO,2012,Hatchback,1,Petrol,49126,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,9469
HYUNDAI,SONATA,2010,Sedan,1,Petrol,93865,4,Automatic,Front,4_portas,Left wheel,Golden,4,2.0,Comum,15871
TOYOTA,CAMRY,2013,Sedan,1,Hybrid,124912,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,4542
LEXUS,RX 350,2008,Jeep,1,Petrol,163000,6,Tiptronic,4x4,4_portas,Left wheel,Silver,8,3.5,Comum,15994
HYUNDAI,SONATA,2014,Sedan,1,LPG,275877,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12243
VOLKSWAGEN,JETTA,2015,Sedan,0,Petrol,70000,4,Tiptronic,Front,4_portas,Left wheel,Black,6,1.4,Turbo,19379
HYUNDAI,GENESIS,2010,Coupe,1,Petrol,104022,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,20449
TOYOTA,RAV 4,2010,Jeep,0,Petrol,160000,6,Automatic,Front,4_portas,Left wheel,Silver,8,3.5,Comum,23665
MERCEDES-BENZ,GLK 350,2011,Jeep,1,Petrol,11111,6,Tiptronic,Rear,4_portas,Left wheel,Black,8,3.5,Comum,22580
HYUNDAI,SONATA LIMITED,2014,Sedan,1,Hybrid,73825,4,Automatic,Front,4_portas,Left wheel,Black,8,2.4,Comum,17317
MITSUBISHI,L 200,2006,Pickup,0,Diesel,50000,4,Manual,4x4,4_portas,Left wheel,Black,0,2.5,Turbo,19444
NISSAN,NOTE,2013,Hatchback,0,Petrol,90000,3,Variator,Front,4_portas,Left wheel,Silver,2,1.2,Comum,10419
TOYOTA,PRIUS,2014,Sedan,0,Petrol,187200,4,Automatic,Front,4_portas,Left wheel,Blue,8,1.8,Comum,18617
CHEVROLET,TRAVERSE,2014,Jeep,1,Petrol,151358,6,Automatic,Front,4_portas,Left wheel,Red,12,3.6,Comum,1707
FORD,MUSTANG,2014,Sedan,1,Petrol,167046,6,Automatic,Rear,4_portas,Left wheel,White,12,3.7,Comum,6753
HONDA,FIT,2010,Hatchback,0,Petrol,129000,4,Automatic,Front,4_portas,Left wheel,Blue,0,1.5,Comum,12566
HONDA,FIT,2018,Universal,1,Hybrid,57809,4,Automatic,Front,4_portas,Left wheel,Black,4,1.5,Comum,31611
TOYOTA,PRIUS,2008,Hatchback,0,Hybrid,150000,4,Variator,Front,4_portas,Left wheel,Green,2,1.5,Comum,9938
HYUNDAI,ELANTRA,2010,Sedan,1,Petrol,118698,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,12551
FORD,F150,2014,Sedan,1,Petrol,170541,8,Automatic,Rear,4_portas,Left wheel,Silver,12,5.0,Comum,3818
FORD,TOURNEO CONNECT,2010,Goods wagon,0,Diesel,132000,4,Manual,Front,4_portas,Left wheel,White,6,1.8,Turbo,16442
VOLKSWAGEN,PASSAT,2012,Sedan,1,Petrol,111001,4,Tiptronic,Front,4_portas,Left wheel,Grey,10,2.5,Comum,10660
VOLVO,S80,1999,Sedan,1,Petrol,350000,5,Automatic,Front,4_portas,Left wheel,Silver,6,2.4,Comum,5802
HYUNDAI,ACCENT,2016,Sedan,1,Diesel,32104,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,16411
TOYOTA,CAMRY,2012,Sedan,1,Hybrid,156518,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,4388
FORD,FIESTA,2014,Sedan,1,Petrol,91125,4,Automatic,Front,4_portas,Left wheel,Grey,0,1.6,Comum,13072
